Sesotho	English
karolo, dikarolo	share (n.)
karolo le kopanyo ya mantswe	hyphenation
karolo ya patliso	reference section
kase, dikase	cheese
kasetlele, dikasetlele	castle
kasteroli	castor oil (<Afr: kasterolie)
katamarane, dikatamarane	catamaran
katamelo	approach (n.)
katana, dikatana	rag
katara, dikatara	guitar (<Afr: kitaar)
katiba, dikatiba	hat
katiba ya Baheberu	yarmulke
katiba ya Maselamose	fez
Katleho (lebitso)	Success (female name)
Katleho (lebitso)	Success (male name)
katleho	achievement
katleho	prosperity
katleho	success
katleho	welfare
katse, dikatse	cat [Felis catus]
Katse ha e le siyo, tweba di a hlanaka (maele)	If the cat is away the mice will play (proverb)
kausu, dikausu	sock (<Afr: kous)
kausu, dikausu	stocking (<Afr: kous)
ke	could
ke	I
ke	it is
ke	may
ke a leboha	thank you
ke batlile ke lebala	forgot (I nearly ...) (v.)
ke ha	it is then
ke ha	when
ke hona	it is only now that
ke hore	that is to say
ke kgathetse	I am tired
ke lapile	hungry (I am ...) (v.)
ke nyorilwe	I am thirsty
kedimolo	yawn (n.)
kekeletso	increament
Kekeletso (lebitso)	Addition (male name)
keketeha	giggle (v.)
keketso	addition
keketso	increase
keko	treason
Kelebohile  (lebitso)	I am grateful (male name)
keledi, dikeledi	tear
kelello	mind
kelello	sense
keletso	advice
keletso	warning
keletso ya kgothatso	counselling
kemariso ya maiketsetso	artificial insemination
kemaro	pregnancy
kena	enter (v.)
kena moyeng	be emotional (v.)
kena moyeng	be sentimental (v.)
kene	entered (has ...) (v.)
kenelelano	interaction
kenello	entry
Keneuwe  (lebitso)	I've been given (female name)
kenngwa	enter (be caused to ...) (v.)
kenomoleng	online
kento	vaccination
kenya	enter (cause to ...) (v.)
kenya	insert (v.)
kenya	install (v.)
kenya	introduce (v.)
kenya	involve
Kenya	Kenya
kenya tlhaku e kgethehileng	insert special character
kenya tsietsing	endanger
kenyang	inclusive
kenyeditswe	introduced for (v.)
kenyeletso ya bohle 	inclusivity 
kenyetsa	introduce for (v.)
kepisi, dikepisi	cap (<Afr: keps)
kerabole, dikerabol	gravel (<Eng)
kerafo, dikerafo	graph (<Eng)
keranatela, dikeranatela	granadilla (<Eng)
kerayone, dikerayone	crayon (<Eng)
kere, dikere	gear (<Eng)
kere ya ho dula ha sefofane	landing gear
Kerefese (lebitso)	Derived from English name Griffiths (male name)
kereibaya, dikereibaya	wheelbarrow (<Afr: kruiwa)
kereitara, dikereitara	grader (<Eng)
kereiti, dikereiti	grade  (<Eng)
kereke, dikereke	church (<Afr: kerk)
kereke ya Maselamose	
kerese, dikerese	candle (<Afr: kers)
Keresemese	Christmas (<Eng)
Keresemese e monate	Merry Christmas
Keresete	Christ
keribaa, dikeribaa	wheelbarrow (<Afr: kruiwa)
kerili	grill (n.)
kerili ya radietare	radiator grill
kerisi, dikerisi	grease (<Eng)
Keromang (lebitso)	One who was sent (female name)
kerosari, dikerosari	groceries (<Eng)
ketane, diketane	chain (<Afr: ketang)
ketapele, diketapele	preface
keteka	celebrate
keteka	feast
ketelo	visit (n.)
ketlele, diketlele	kettle (<Eng)
ketlele ya tee	teapot
ketsahalo	event
ketsahalo	incident
ketsahalo ya elektrokhemikhale	electrochemical process
ketsahalo ya protoliki	protolytic reaction
ketsahatso	animation
ketselletso	defamation
ketselletso	slander
ketso, diketso	action
ketso, diketso	deed
ketso, diketso	performance
kga	pick (v.)
kga	pluck (v.)
kga	scoop (v.)
kgaba	beautiful (be ...) (v.)
kgaba, dikgaba	spoon
kgabana, dikgabana	teaspoon
kgabane, dikgabane	decent person
kgabane	decent (adj.)
kgabane	dressed (well ...)
kgabane	fine (adj.)
kgabane	neat
kgabareng	eventually
kgabareng	later on
kgabisa	adorn (v.)
kgabisa	decorate (v.)
kgabisa	make attractive (v.)
kgabo, dikgabo	vervet monkey [Cercopithecus aethiops pygerythrus / Arcopithecus aethiops]
kgabo, dikgabo	ape
kgaello ya masole a mmele	immune deficiency
kgafetsa	often
kgafisa	tax
kgafole	pith
kgahla	please (v.)
kgahla	impress
kgahla	interest
kgahlanong le	against
kgahlisa	please (cause to ...) (v.)
kgahlisang	interesting
kgahlwa	adore
kgaitsedi, bokgaitsedi	older brother (for a female)
kgaitsedi, bokgaitsedi	older sister (for a male)
kgaitsedi, bokgaitsedi	sister
kgaitsedi, bokgaitsedi	younger brother (for a female)
kgaitsedi, bokgaitsedi	younger sister (for a male)
kgaka, dikgaka	guinea fowl [Numida meleagris]
kgaketla, dikgaketla	shell
kgaketlana	eggshell
kgakgatsa	gargle (v.)
Kgalahadi 	Kalahari
kgalala, dikgalala	brave (man)
kgalala	extravagance
kgalalelo	glory
kgalase ya veini	wineglass
kgalasa ya brandy	brandy glass
kgalasa ya fensetere	window pane
Kgalase ya biri	bear glass
kgalase ya whiskey	whiskey glass
kgalase, dikgalase	glass
kgale	long ago
kgale	stale
kgalefo	rage
kgalejone	galjoen (SA national fish)
kgalema	admonish (v.)
kgalema	warn (v.)
kgalemela	reprimand (v.)
kgalemela	scold (v.)
kgama, dikgama	hartbees
kgama, dikgama	red hartebeest
kgama, dikgama	roan antelope [Hippotragus equinus]
kgama, dikgama	sable antelope [Hippotragus niger]
kgama	strangle (v.)
kgama	throttle (v.)
kgama ya lebasetere	tsessebe [Damaliscus lunatus]
kgama ya matsha	waterbuck [Kobus ellipsiprymnus]
kgama ya metsi e sootho	lechwe waterbuck [Kobus leche]
kgama ya metsi e sootho	red lechwe [Kobus leche]
kgama ya metsi e tswang Kafue	Kafue lechwe [Kobus leche kafuensis]
kgamelo, dikgamelo	bucket
kganelo	restriction
kganetso, dikganetso	resistance
kgang, dikgang	dispute
kgangwa ke metsi	drown (v.)
kganna	drive (v.)
kgano	denial
kgano	disobedience
kgantsha	illuminate (v.)
kganya	bright (adj.)
kganya	brightness
kganya	excel
kganya	light
kganya ya letsatsi	sunlight
kganyetso	opposition
kgaohana	leave (take ... of) (v.)
kgaohana	part (v.)
kgaohanya	separate from (to ...) (v.)
kgaola	break
kgaola	chapter
kgaotsa	cease (v.)
kgaphatseha	overflow (v.)
kgarafu, dikgarafu	spade (<Afr: graaf)
kgarametsa	push violently (v.)
kgaranyane, dikgaranyane	blue wildebeest [Connochaetes taurinus]
kgaranyane, dikgaranyane	brindled gnu [Connochaetes taurinus]
kgaratene, dikgaratene	curtain (<Afr: gordyn)
kgaratene ya shaware	shower curtain
kgare, dikgare	crown (n.)
kgare, dikgare	ring of grass
kgarebe, dikgarebe	girlfriend
kgarebe, dikgarebe	virgin
kgarebe, dikgarebe	young lady
kgasa	crawl (v.)
kgasetsa	crawl towards (v.)
kgatello, dikgatello	pressure (n.)
kgatello, dikgatello	stress (n.)
kgatello ya atemosefere	atmospheric pressure
kgatello ya madi	blood pressure
kgatello ya moya	air pressure
kgatello ya moya	air pressure
kgatelopele 	progression 
kgathala	tire (v.)
kgathala	tired (get ...) (v.)
kgathalla	care (v.)
kgathalla	mind (v.)
kgathatsa	bother (v.)
kgathatsa	trouble (v.)
kgathatsa	hinder (v.)
kgathatsa	pester (v.)
kgathatsa	upset (v.)
kgathatseha	upset (v.)
kgathatseha	worry (v.)
kgathatsehileng	restless
kgathatso, dikgathatso	nuisance (n.)
kgathatso, dikgathatso	trouble (n.)
kgathetse	tired (be ...) (v.)
kgathetseng	tired
kgathetseng	weary
kgatholla	refresh (v.)
kgatiso, dikgatiso	press (n.)
kgatiso, dikgatiso	printout (n.)
kgatiso, dikgatiso	print (n.)
kgatiso ya monwana	fingerprint
kgato, dikgato	code 
kgato, dikgato	level 
kgato, dikgato	step
kgau	medal
kgauta	gold
kgefutsa	halt (v.)
kgefutso	interval
kgehlemanya	scrap
kgehlepa	shake (v.)
kgekgenene	stop (ideophone)
kgele !	oh ! (exclamation)
kgele !	oh no ! (exlamation)
kgele	goodness me
kgeleke, dikgeleke	eloquent speaker
kgeleke, dikgeleke	exper
kgeleke, dikgeleke	fluent person
kgeleke, dikgeleke	good singer
kgeloha	deviate (v.)
kgeloha	switch (v.)
kgelohileng	stray
kgelosa	mislead (v.)
kgelosa ka dikgoka	hijack (v.)
kgelosang	misleading
kgema	gallop (v.)
kgemisa	gallop (put to ...) (v.)
kgereisi	crushed mealies
kgetha	choose (v.)
kgetha	distinguish (v.)
kgetha	elect (v.)
kgetha	favour (v.)
kgetha	pick out (v.)
kgetha	prefer (v.)
kgetha	select (v.)
kgetha tsohle	select all (v.)
Kgethang  (lebitso)	Choose (male name)
kgetheha	snow
kgethetsweng	secluded
kgetho	election
lenaneokgetho	selection list
kgetholla	discriminate (v.)
kgethollo	discrimination (n.)
kgetla, dikgetla	shell
kgetlo la bobedi	second time
kgetshemela	stumble (v.)
kgetsi, dikgetsi	knapsack
kgirimpana	hunchback
kgiritsa	stop abruptly (v.)
kgiro	appointment
kgitla	midnight
kgobokano, dikgobokano	concentration
kgobokanya	collect (v.)
kgobola	maul (v.)
kgodisa	convince (v.)
kgodisa	satisfy (v.)
kgodisang	content
kgodiso	contentment
kgodiso	satisfaction
kgodumodumo, dikgodumodumo	dragon
kgofa, dikgofa	tick
kgofu, dikgofu	snail
kgohelo, digohelo	attraction
kgohlano, dikgohlano	conflict
kgohlela	cough (v.)
kgohlo, dikgohlo	ravine
kgoho, dikgoho	chicken [Gallus domesticus]
kgoho, dikgoho	fowl
kgoholeho	erosion
kgoholeho, dikgoholeho	erosion
kgokahanyo 	coherence 
kgokanaphiri	united force
kgokanaphiri	unity
kgokgotsa	detribalise (v.)
kgokong, dikgokong	blue wildebeest [Connochaetes taurinus]
kgokong, dikgokong	brindled gnu [Connochaetes taurinus]
kgola	pluck (v.)
kgolabolokwe, dikgolabolokwe	beetle
kgole, dikgole	cord
kgole, dikgole	string
kgolo	important
kgolo	master
kgolofalo	limp
kgolofalo	paralysis
kgolohadi	huge
kgolwa	believe (v.)
kgomarela	stick (v.)
kgomaretsa	paste (v.)
kgomaretsa	stick (v.)
kgomaretse	stuck (has ...) (v.)
kgomo, dikgomo	bovine
kgomo, dikgomo	cattle
kgomo, dikgomo	cow
kgomo ya fatshe; matekwane (most common)	cannabis
kgomo ya faatshe	marijuana
kgona	able (v.)
kgona	afford (v.)
kgonang	efficient
kgonyelo, dikgonyelo	cramp
kgonyelo ya mesifa	fit
kgonyelo ya mesifa	spasm
kgopa	trip
kgopo, dikgopo	rib
kgopo	crooked
kgopo	cruel
kgopo	evil
kgopolo, dikgopolo	idea
kgopolo, dikgopolo	memory
kgopolo, dikgopolo	opinion
kgopolo, dikgopolo	thought (n.)
kgopolo e sa lekanang	insufficient memory
kgopolo ya ho balwa fela	ROM (read only memory)
kgopolo ya neng le neng	RAM (random access memory)
kgopotso	reminder
kgora	filled (become ...) (v.)
kgora	satisfied (become ...) (v.)
kgoro, dikgoro	entrance
kgoro, dikgoro	gate
kgoroha	rush (v.)
kgorohela	rush towards (v.)
kgorula, dikgorula	youngest child
kgosana, dikgosana	chieftainess
kgosana, dikgosana	prince
kgosatsana, dikgosatsana	princess
kgotetso, dikgotetso	ignition
kgothala	dilligent (become ...) (v.)
kgothaletsa	encourage (v.)
kgothaletsa	urge (v.)
kgothaletsa	recommend (v.)
kgothaletso	recommendation
kgothalo	dilligence
kgothatsa	comfort (v.)
kgothatsa	inspire (v.)
kgothatsa	reassure (v.)
kgothatso	comfort (n.)
kgothetse	dilligent
kgothetseng	industrious
kgotlakgolo	parliament
kgoto, dikgoto	rat
kgotshe	filled (be ...) (v.)
kgotshe	satisfied (be ...) (v.)
Kgotso  (lebitso)	Peace / Tranquility (male name)
Kgotso !	Peace ! (greeting)
kgotso	peace
kgotsofalo	satisfaction
kgotsofatsa	satisfy (v.)
kgubedu ya mantlha	primary red
kgudu, dikgudu	tortoise [Any from the family Testudinidae]
kgumama	kneel (v.)
kgutla	return (v.)
kgutlela	return to (v.)
kgutlela morao ho e bolokilweng qetelong	revert to last saved
kgutlisetsa	replace
kgutlisetsa kaofela	replace all
kgutlo, dikgutlo	fullstop
kgutlokgutlo, dikgutlokgutlo	dot
kgutlonne, dikgutlonne	rectangle
kgutlonne, dikgutlonne	square
kgutlonnetsepa, dikgutlonnetsepa	square
kgutlotesimale, dikgutlotesimale	decimal point
kgutlotharo, kgutlotharo	triangle
kgutlwana, dikgutlwana	colon
kgutsa	quiet (become ...) (v.)
kgutsa	silent (be ...) (v.)
kgutsana, dikgutsana	orphan
kgutshwane; kgutshwanyane	brief
kgutshwane; kgutshwanyane	short
kgutsisa	soothe
kgutsisa	silence
kgutsitse	calm
kgutsitse	quiet (is ...) (v.)
kgutso	silence
kgutsufatsa	shorten (v.)
kguwa	picked (being ...) (v.)
kguwa	scooped (be ...) (v.)
kgwaela	hide food (v.)
kgwale, dikgwale	partridge
kgwatha	poke (v.)
kgwatha	wave (v.)
kgwebo, dikgwebo	commerce
kgwebo, dikgwebo	trade
Kgwebo, Tsamaiso le Dithuto tsa Ditshebeletso 	Business, Commerce, Management and Service Studies 
kgwedi, dikgwedi	month
kgwedi, dikgwedi	moon
kgwele, dikgwele	cord
kgwele, dikgwele	line
kgwesa	install (v.)
kgwesa	wean (v.)
Khabane (lebitso)	Valuable / Precious / Warrior (male name)
raka	cupboard (<Eng)
raka	built-in cupboard
khabetjhe, dikhabetjhe	cabbage (<Eng)
khabinete, dikhabinete	cabinet (<Eng)
khabondaeoksaede	carbon dioxide (<Eng)
Khabone	Carbon (C) [Element]
khaboneathomo, dikhaboneathomo	carbon atom (<Eng)
khaete, dikhaete	kite (<Eng)
khalekhulase	calculus
khalendara, dikhalendara	calendar (<Eng)
Khalesiamo	Calcium (Ca) [Element]
khalesiamohaeterokosaete	calcium hydroxide (<Eng)
khalesiamokhabonete	calcium carbonate (<Eng)
khamera ya dijithale	digital camera
khampani, dikhampani	company (<Eng)
khampani ya difofane, dikhampani tsa difofane	airline company
khompase, dikhampase	compass (<Eng)
khansela	cancel (v.)
khaontara, dikhaontara	counter
khapolanare	coplanar (<Eng)
kharaosele, dikharaosele	carousel
kharavane, dikharavane	caravan (<Eng/Afr: karavaan)
kharikhulamo, dikharikhulamo	curriculum (<Eng)
khasinojene, dikhasinojene	carcinogen (<Eng)
khaskeite	cascade (<Eng)
khataloko, dikhataloko	catalogue (<Eng)
khateboto, dikhateboto	cardboard (<Eng)
khathakori, dikhathakori,; mokgahlelo	category (<Eng)
khatiso	script
Khauhelo (lebitso)	Compassion / Pity (female name)
khavara	cover (v.)
khebini, dikhebini	cabin (<Eng.)
khefi, dikhefi	cafe (<Eng)
khefi ya Inthanete	Internet cafÃ© (<Eng)
kheibole, dikheibole	glove compartment
Khemele	Kimberley
khemera, dikhemera	camera (<Eng)
khemikhale, dikhemikhale	chemical (<Eng)
khemisi, dikhemisi	chemist (place)
khemisi, dikhemisi	pharmacy
khemisitiri	chemistry (<Eng)
Kheromiamo	Chromium (Cr) [Element]
khilobaete	kilobyte (<Eng)
khilokeramo, dikhilokeramo	kilogram
khipoto	keyboard (<Eng)
khirisetale, dikhirisetale	crystal (<Eng/Afr: kristal)
Khobalete	Cobalt (Co) [Element]
khoefeshiente, dikhoefeshiente	coefficient (<Eng)
khoile, dikhoile	coil (<Eng)
khoine, dikhoine	coin (<Eng)
khokhi, dikhokhi	koki pen (<Eng)
kholera	cholera
kholetjhe, dikholetjhe	college (<Eng)
kholifolawa, dikholifolawa	cauliflower (<Eng)
kholloro, dikholloro	collar (<Eng)
kholoma	speak (v.)
kholomo, dikholomo	column (<Eng/Afr: kolom)
khombi, dikhombi	minibus taxi (<Eng: kombi)
khomete, dikhomete	comet
khomishenare, dikhomishenare	commissioner (<Eng)
khomishenare wa boikano	commissioner of oaths
khomishene, dikhomishene	commission (<Eng)
khomphaonte, dikhomphaonte	compound of elements
khomphaonte ya khemikhale, dikhomphaonte tsa khemikhale	chemical compound
khomphuta, dikhomphuta	computer (<Eng)
khompiuta, dikhompiuta	computer (<Eng)
khomponente, dikhomponente	component (<Eng)
khomputa, dikhomputa	computer (<Eng)
khomputa eo o tsamayang hohle ka yona	laptop
khomputara, dikhomputara	computer (<Eng)
khondaktara, dikhondaktara	conductor (<Eng)
khondomo, dikhondomo	condom
khonkheifi	concave (<Eng)
khopotso	bookmark
khopotso	favourites (in browser)
Khoromo	Chrome (<Eng)
khosetjhumo, dikhosetjhumo	costume (<Eng)
khosetjhumo ya ho sesa	swimming costume
khoukhou	cocoa
khouno, dikhouno	cone (<Eng)
khousetara, dikhousetara	coaster
khoutu, dikhoutu	code (<Eng)
khoutu ya HTML	HTML code (<Eng)
khoutu ya pin	pin code (<Eng)
khoutu ya senotlolo	key code
khupu, dikhupu	cube (<Eng)
khupurute, dikhupurute	cube root (<Eng)
khwaere, dikhwaere	choir (<Eng)
kilogeramo, dikilogeramo	kilogram
kilometera, dikilometera	kilometer
kilowate, dikilowate	kilowatt
kinipitang, dikinipitang	pliers (<Afr: knyptang)
kiribae, dikiribae	wheelbarrow (<Afr: kruiwa)
kitjhine, dikitjhine	kitchen (<Eng)
kitjhining	kitchen (in the ...)
Klorine	Clorine (Cl) [Element]
koba	bend (v.)
kobaleihlo, dikobaleihlo	eyelid
kobela	let bend (v.)
kobo, dikobo	blanket
kobo ya masiba	quilt
kodiamalla	lament
kodua	disaster
kodua	calamity
koeetso	lullaby
kofi, dikofi	coffee
kokobana	compress
kokobela	abate (v.)
kokobela	humble (become ...) (v.)
kokobela	subside (v.)
kokolofitwe, dikokolofitwe	secretary bird
kokomoha	bulge (v.)
kokomoha	fizz (v.)
kokota	knock (v.)
kokotela	nail (v.)
kokwana	bacteria
kokwana	germ
kokwanahloko	antigen
kokwanahloko	germ
kokwanahloko	pathogen
kokwanahloko	virus
kokwanahloko ya dikhomputa	computer virus
kokwanyana, dikokwanyana,; kokonyana	bug
kokwanyana, dikokwanyana	insect [Any from class Insecta]
kolobe, dikolobe	pig [Any from the family Suidae]
kolobe, dikolobe	warthog [Phacochoerus aeth(iopicus)]
kolobe e tshehadi	sow
kolobemoru, dikolobemoru	bushpig [Potamochoerus porcus]
kolobe-moru, dikolobe-moru	warthog [Phacochoerus aeth(iopicus)]
kolobetsa	baptise (v.)
kolobetso, dikolobetso	baptism
kolobetso, dikolobetso	christening
kolobisa	moisten (v.)
koloi, dikoloi	car
koloi, dikoloi	wagon
koloi ya mapolesa	police car
koloka	queue (v.)
kolota	owe (v.)
koma	taboo
komello	drought
komiti, dikomiti	committee
komokomore, dikomokomore	cucumber (<Afr: komkommer)
kompase, dikompase	compass (<Afr: kompas)
kompiutara, dikompiutara	computer (<Eng)
kompone, dikompone	compound (place)
kompose, dikompose	compost (Afr: kompos)
Kongo	Congo
konkereite, dikonkereite	concrete (<Afr)
konofekese	convex (<Eng)
konofole, dikonofole	garlic (<Afr: knoffel)
konokono	eminent
konopo, dikonopo	button
konopo ya ee	yes button
konopo ya ho emisa	stop button
konopo ya OK	OK button
konopo ya pheta hape	repeat button
konopo ya thuso	help button
konopo ya tjhee	no button
konopo ya tshohanyetso	emergency button
konsarete, dikonsarete	concert (<Eng/Afr: konsert)
konteraka, dikonteraka	contract (n.) (<Eng/Afr: kontrak)
kontinente, dikontinente	continent (<Eng)
konyana	lamb
kopa	ask for (v.)
kopa	beg (v.)
kopa	embrace (v.)
kopa	hug (v.)
kopa	request (v.)
kopa mosebetsi	apply for work (v.)
kopa tshwarelo	apologise
kopana	contact (v.)
kopana	meet (v.)
kopana	unite (v.)
kopane	united (v.)
kopano, dikopano	assembly
kopano, dikopano	meeting (n.)
kopano, dikopano	union
kopano ya ayoniki	ionic bonding
kopano ya basebetsi	trade union
kopano ya merabe e fapaneng	diverse people unity
kopantshano, dikopantshano	link
kopantshano e mafolofolo	active link
kopantswe	connected
kopanya	combine (v.)
kopanya	meet (cause to ...) (v.)
kopanya	merge (v.)
kopanya	mix (v.)
kopanya	unite (v.)
kopanya ditafole	merge tables
kopanya sele	merge cells
kopanya ya taenamiki	dynamic link
kopi, dikopi	copy (n.) (<Eng)
kopi, dikopi	cup (n.) (<Afr: koppie)
kopisa	copy (v.)
kopo, dikopo	application (n.)
kopo, dikopo	embrace (n.)
kopo, dikopo	request (n.)
kopo ya mosebetsi	work application
koporasi, dikoporasi	co-operation (<Afr: ko-operasie)
koporo, dikoporo	copper
Koporo	Copper (Cu) [Element]
koporosalefeiti	copper sulphate
koranta, dikoranta	newspaper (<Afr: koerant)
Koranta ya Mmuso	Government Gazette
koriana, dikoriana	accordion
koro, dikoro	wheat
korone, dikorone	crown (n.) (<Afr: kroon)
koropa	scrub (v.) (<Afr: skrop)
korosari, dikorosari	groceries (<Eng)
korosetina, dikorosetina	concertina (<Eng)
korotla	grumble (v.)
kota	peck (v.)
kotara, dikotara	school term (<Eng: quarter)
kotara, dikotara	quarter (<Eng)
kotase, dikotase	cottage (<Eng)
kotela	bar
kotjelo	sip (n.)
kotlo	assualt
kotlo	blow
kotlo	punishment
kotlo	penalty
ka potlako	suddenly
ka potlako	just suddenly
kotola, dikotola	bulb
Kotsi (lebitso)	Danger / accident (male name)
kotsi, dikotsi	accident (n.)
kotsi, dikotsi	damage (n.)
kotsi, dikotsi	danger (n.)
kotsi, dikotsi	harm (n.)
kotsi tsa mmila	road accident
kotula	harvest (v.)
kotula	reap (v.)
kotulo, dikotulo	harvest (n.)
kotwana ya ho hula	tow bar
kou	bay
kou	harbour
Kreste	Christ
Kriptone	Krypton (Kr) [Element]
kubu, dikubu	hippopotamus [Hippopotamus amphibius]
kudisa	sicken (v.)
kuku, dikuku	cake
kokona	chew on something hard (bones) (v.)
kula	ill (become ...)
kulang	sick
kulo, dikulo	bullet (<Afr: koeÃ«l)
kulofaditsweng	bulleted
kuma	crumble (v.)
kuma	gnaw (v.)
kuma	grate (v.)
kunuta	conspire (v.)
kupiki	cubic (<Eng)
kurufella	screw (v.)
kuta	cut hair (v.)
kutlo	audio
kutlo	hearing
kutlo	obedience
Kutlwano  (lebitso)	Mutual understanding (female name)
Kutlwano  (lebitso)	Mutual understanding (male name)
kutlwano	agreement
kutlwano	harmony
kutlwelobohloko	sympathy
Kutlwisiso  (lebitso)	Understanding (male name)
Kutlwisiso (lebitso)	Understanding (female name)
kutlwisiso	comprehension
kutlwisiso	understanding 
kutlwisiso e fosahetseng	misconception
kutse	ill (was ...)
kutu, dikutu	stem
kutu, dikutu	stump
kutupisa	wash a bottle by shaking it
kwaba, dikwaba	guava (<Eng)
kwae, dikwae	tobacco
